codcult,safra,datprev,e1,e2,e3,e4,e5,e6,e7
18,4,2012-06-08,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,4,2012-06-08,100.0,100.0,100.0,100.0,90.06,0.0,0.0
18,4,2012-06-15,100.0,100.0,100.0,9.62,0.0,0.0,0.0
120,4,2012-06-15,100.0,100.0,100.0,100.0,100.0,13.42,0.0
18,4,2012-06-22,100.0,100.0,100.0,9.62,0.0,0.0,0.0
120,4,2012-06-22,100.0,100.0,100.0,100.0,100.0,13.42,0.0
18,4,2012-06-29,99.99000000000001,99.99000000000001,99.99000000000001,43.98,9.62,0.0,0.0
120,4,2012-06-29,100.0,100.0,100.0,100.0,100.0,60.24,0.0
18,4,2012-07-06,100.0,100.0,100.0,100.0,43.99,0.0,0.0
120,4,2012-07-06,100.0,100.0,100.0,100.0,100.0,60.24,0.0
18,4,2012-07-13,100.0,100.0,100.0,100.0,100.0,0.0,0.0
120,4,2012-07-13,100.0,100.0,100.0,100.0,100.0,100.0,13.42
18,4,2012-07-20,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,4,2012-07-27,100.0,100.0,100.0,100.0,100.0,100.0,0.0
18,4,2012-08-03,100.0,100.0,100.0,100.0,100.0,100.0,9.62
18,6,2013-05-03,31.47,31.47,0.0,0.0,0.0,0.0,0.0
120,6,2013-05-03,100.0,100.0,100.0,52.31,11.81,0.0,0.0
18,6,2013-05-10,31.47,31.47,13.99,0.0,0.0,0.0,0.0
120,6,2013-05-10,100.0,100.0,100.0,79.46000000000001,11.81,0.0,0.0
18,6,2013-05-17,48.95,48.95,48.95,0.0,0.0,0.0,0.0
120,6,2013-05-17,100.0,100.0,100.0,79.46000000000001,52.31,0.0,0.0
18,6,2013-05-24,48.95,48.95,48.95,0.0,0.0,0.0,0.0
120,6,2013-05-24,100.0,100.0,100.0,79.46000000000001,52.31,0.0,0.0
18,6,2013-05-31,48.95,48.95,48.95,0.0,0.0,0.0,0.0
120,6,2013-05-31,100.0,100.0,100.0,79.46000000000001,52.31,11.81,0.0
18,6,2013-06-07,100.0,48.95,48.95,0.0,0.0,0.0,0.0
120,6,2013-06-07,100.0,100.0,100.0,100.0,96.2,11.81,0.0
18,6,2013-06-14,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,6,2013-06-14,100.0,100.0,100.0,100.0,96.2,11.81,0.0
18,6,2013-06-21,100.0,100.0,100.0,13.99,0.0,0.0,0.0
120,6,2013-06-21,100.0,100.0,100.0,100.0,96.2,11.81,0.0
18,6,2013-06-28,100.0,100.0,100.0,13.99,0.0,0.0,0.0
120,6,2013-06-28,100.0,100.0,100.0,100.0,96.2,52.31,0.0
18,6,2013-07-05,100.0,100.0,100.0,48.95,0.0,0.0,0.0
120,6,2013-07-05,100.0,100.0,100.0,100.0,100.0,52.31,0.0
18,6,2013-07-12,100.00999999999999,100.00999999999999,100.00999999999999,48.96,13.99,0.0,0.0
18,6,2013-07-19,100.0,100.0,100.0,48.95,48.95,0.0,0.0
18,6,2013-07-26,100.00999999999999,100.00999999999999,100.00999999999999,48.96,48.96,13.99,0.0
18,6,2013-08-02,100.00999999999999,100.00999999999999,100.00999999999999,100.00999999999999,48.96,13.99,0.0
18,6,2013-08-09,100.00999999999999,100.00999999999999,100.00999999999999,100.00999999999999,48.96,13.99,0.0
18,6,2013-08-16,100.00999999999999,100.00999999999999,100.00999999999999,100.00999999999999,48.96,48.96,13.99
18,8,2014-04-25,50.92,30.95,10.98,0.0,0.0,0.0,0.0
120,8,2014-04-25,100.0,100.0,100.0,71.56,10.89,0.0,0.0
18,8,2014-05-02,79.88,50.92,30.95,0.0,0.0,0.0,0.0
120,8,2014-05-02,100.0,100.0,100.0,71.56,71.56,0.0,0.0
18,8,2014-05-09,84.87,79.88,50.92,0.0,0.0,0.0,0.0
120,8,2014-05-09,100.0,100.0,100.0,71.56,71.56,10.89,0.0
18,8,2014-05-16,100.0,100.0,84.87,0.0,0.0,0.0,0.0
120,8,2014-05-16,100.0,100.0,100.0,98.21,71.56,10.89,0.0
18,8,2014-05-23,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,8,2014-05-23,100.0,100.0,100.0,100.0,98.21,10.89,0.0
18,8,2014-05-30,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,8,2014-05-30,100.0,100.0,100.0,100.0,98.21000000000001,71.56,0.0
18,8,2014-06-06,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,8,2014-06-06,100.0,100.0,100.0,100.0,100.0,71.56,0.0
18,8,2014-06-13,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,8,2014-06-13,100.0,100.0,100.0,100.0,100.0,98.21,0.0
18,8,2014-06-20,100.0,100.0,100.0,30.95,0.0,0.0,0.0
120,8,2014-06-20,100.0,100.0,100.0,100.0,100.0,98.21,1.96
18,8,2014-06-27,100.0,100.0,100.0,50.92,0.0,0.0,0.0
18,8,2014-07-04,100.0,100.0,100.0,50.92,30.95,0.0,0.0
18,8,2014-07-11,100.0,100.0,100.0,50.92,30.95,0.0,0.0
18,8,2014-07-18,100.0,100.0,100.0,100.0,30.95,0.0,0.0
18,8,2014-07-25,100.0,100.0,100.0,100.0,100.0,30.95,0.0
18,8,2014-08-01,100.0,100.0,100.0,100.0,100.0,30.95,0.0
18,10,2015-04-27,8.5,0.0,0.0,0.0,0.0,0.0,0.0
120,10,2015-04-27,100.0,100.0,100.0,16.2,1.01,0.0,0.0
18,10,2015-05-04,30.61,20.41,0.0,0.0,0.0,0.0,0.0
120,10,2015-05-04,100.0,100.0,100.0,16.2,1.01,0.0,0.0
18,10,2015-05-11,81.64,64.63,44.22,0.0,0.0,0.0,0.0
120,10,2015-05-11,99.99000000000001,99.99000000000001,99.99000000000001,48.98,33.79,1.01,0.0
18,10,2015-05-18,91.84,81.64,64.63,0.0,0.0,0.0,0.0
120,10,2015-05-18,100.00000000000001,100.00000000000001,100.00000000000001,72.91000000000001,57.72,1.01,0.0
18,10,2015-05-25,99.99,91.83,81.63,0.0,0.0,0.0,0.0
120,10,2015-05-25,100.00000000000001,100.00000000000001,100.00000000000001,87.34,57.72,1.01,0.0
18,10,2015-06-01,100.0,100.0,91.84,0.0,0.0,0.0,0.0
120,10,2015-06-01,100.00000000000001,100.00000000000001,100.00000000000001,87.34000000000002,72.91000000000001,1.01,0.0
18,10,2015-06-08,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,10,2015-06-08,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,72.91000000000001,1.01,0.0
18,10,2015-06-15,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,10,2015-06-15,100.0,100.0,100.0,100.0,87.34,1.01,0.0
18,10,2015-06-22,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,10,2015-06-22,100.0,100.0,100.0,100.0,100.0,33.8,0.0
18,10,2015-06-29,100.0,100.0,100.0,13.61,0.0,0.0,0.0
120,10,2015-06-29,100.0,100.0,100.0,100.0,100.0,33.8,0.0
18,10,2015-07-06,100.0,100.0,100.0,23.81,13.61,0.0,0.0
120,10,2015-07-06,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,65.44000000000001,1.01
18,10,2015-07-13,100.0,100.0,100.0,23.81,13.61,0.0,0.0
120,10,2015-07-13,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,65.44000000000001,1.01
18,10,2015-07-20,100.0,100.0,100.0,100.0,23.81,0.0,0.0
18,10,2015-07-27,100.0,100.0,100.0,100.0,100.0,10.2,0.0
18,10,2015-08-03,100.0,100.0,100.0,100.0,100.0,10.2,0.0
18,12,2016-05-02,21.37,0.0,0.0,0.0,0.0,0.0,0.0
120,12,2016-05-02,100.00000000000001,100.00000000000001,100.00000000000001,58.790000000000006,47.400000000000006,4.73,0.0
18,12,2016-05-09,76.91999999999999,33.12,0.0,0.0,0.0,0.0,0.0
120,12,2016-05-09,99.99,99.99,99.99,58.78,47.39,17.42,0.0
18,12,2016-05-16,100.0,100.0,76.92,0.0,0.0,0.0,0.0
120,12,2016-05-16,99.99,99.99,99.99,77.69,58.78,17.42,0.0
18,12,2016-05-23,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,12,2016-05-23,100.0,100.0,100.0,100.0,58.79,47.4,0.0
18,12,2016-05-30,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,12,2016-05-30,100.0,100.0,100.0,100.0,77.7,47.4,0.0
18,12,2016-06-06,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,12,2016-06-06,100.0,100.0,100.0,100.0,90.55,47.4,0.0
18,12,2016-06-13,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,12,2016-06-13,95.28000000000002,95.28000000000002,95.28000000000002,95.28000000000002,95.28000000000002,47.4,0.76
18,12,2016-06-20,100.0,100.0,100.0,0.0,0.0,0.0,0.0
18,12,2016-06-27,100.0,100.0,100.0,0.0,0.0,0.0,0.0
18,12,2016-07-04,100.0,100.0,100.0,0.0,0.0,0.0,0.0
18,12,2016-07-11,100.0,100.0,100.0,0.0,0.0,0.0,0.0
18,12,2016-07-18,100.0,100.0,100.0,33.12,0.0,0.0,0.0
18,12,2016-07-25,100.0,100.0,100.0,33.12,0.0,0.0,0.0
18,12,2016-08-01,100.0,100.0,100.0,33.12,0.0,0.0,0.0
18,12,2016-08-08,100.0,100.0,100.0,100.0,33.12,0.0,0.0
18,12,2016-08-15,100.0,100.0,100.0,100.0,100.0,33.12,0.0
18,12,2016-08-22,100.0,100.0,100.0,100.0,100.0,76.92,0.0
18,14,2017-05-01,22.81,22.81,1.52,0.0,0.0,0.0,0.0
120,14,2017-05-01,100.0,100.0,100.0,69.83,42.31,0.0,0.0
18,14,2017-05-08,77.95,54.5,22.81,0.0,0.0,0.0,0.0
120,14,2017-05-08,100.0,100.0,100.0,69.83,69.83,0.0,0.0
18,14,2017-05-15,100.0,100.0,67.17,0.0,0.0,0.0,0.0
120,14,2017-05-15,100.0,100.0,100.0,100.0,69.83,15.32,0.0
18,14,2017-05-22,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,14,2017-05-22,100.0,100.0,100.0,100.0,69.83,28.6,0.0
18,14,2017-05-29,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,14,2017-05-29,100.0,100.0,100.0,100.0,100.0,42.31,0.0
18,14,2017-06-05,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,14,2017-06-05,100.0,100.0,100.0,100.0,100.0,42.31,0.0
18,14,2017-06-12,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,14,2017-06-12,100.0,100.0,100.0,100.0,100.0,69.83,0.0
18,14,2017-06-19,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,14,2017-06-19,100.0,100.0,100.0,100.0,100.0,100.0,0.0
18,14,2017-06-26,100.0,100.0,100.0,22.81,0.0,0.0,0.0
120,14,2017-06-26,100.0,100.0,100.0,100.0,100.0,100.0,0.0
18,14,2017-07-03,100.0,100.0,100.0,22.81,0.0,0.0,0.0
120,14,2017-07-03,100.0,100.0,100.0,100.0,100.0,100.0,0.89
18,14,2017-07-10,100.0,100.0,100.0,67.17,22.81,0.0,0.0
18,14,2017-07-17,100.0,100.0,100.0,100.0,67.17,0.0,0.0
18,14,2017-07-24,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,14,2017-07-31,100.0,100.0,100.0,100.0,100.0,16.03,0.0
18,14,2017-08-07,100.0,100.0,100.0,100.0,100.0,41.38,7.6
18,16,2018-04-30,7.98,7.98,0.0,0.0,0.0,0.0,0.0
120,16,2018-04-30,99.99000000000001,99.99000000000001,99.99000000000001,61.99,2.29,0.0,0.0
18,16,2018-05-07,7.98,7.98,7.98,0.0,0.0,0.0,0.0
120,16,2018-05-07,99.99000000000001,99.99000000000001,99.99000000000001,61.99,2.29,0.0,0.0
18,16,2018-05-14,25.96,7.98,7.98,0.0,0.0,0.0,0.0
120,16,2018-05-14,100.0,100.0,100.0,87.13,27.8,0.0,0.0
18,16,2018-05-21,25.96,7.98,7.98,0.0,0.0,0.0,0.0
120,16,2018-05-21,100.0,100.0,100.0,100.0,62.0,0.0,0.0
18,16,2018-05-28,25.96,25.96,7.98,0.0,0.0,0.0,0.0
120,16,2018-05-28,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,16,2018-06-04,25.96,25.96,7.98,0.0,0.0,0.0,0.0
120,16,2018-06-04,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,16,2018-06-11,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,16,2018-06-11,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,16,2018-06-18,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,16,2018-06-18,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,16,2018-06-25,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,16,2018-06-25,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,16,2018-07-02,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,16,2018-07-02,100.0,100.0,100.0,100.0,100.0,62.0,0.0
18,16,2018-07-09,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,16,2018-07-09,100.0,100.0,100.0,100.0,100.0,62.0,0.0
18,16,2018-07-16,100.0,100.0,100.0,31.58,0.0,0.0,0.0
120,16,2018-07-16,99.99000000000001,99.99000000000001,99.99000000000001,99.99000000000001,99.99000000000001,61.99,2.29
18,16,2018-07-23,100.0,100.0,100.0,31.58,0.0,0.0,0.0
18,16,2018-07-30,100.0,100.0,100.0,100.0,0.0,0.0,0.0
18,16,2018-08-06,100.0,100.0,100.0,100.0,0.0,0.0,0.0
18,16,2018-08-13,100.0,100.0,100.0,100.0,31.58,0.0,0.0
18,18,2019-04-22,6.53,0.0,0.0,0.0,0.0,0.0,0.0
120,18,2019-04-22,100.0,100.0,100.0,90.56,7.77,0.0,0.0
18,18,2019-04-29,12.83,12.83,0.0,0.0,0.0,0.0,0.0
120,18,2019-04-29,100.0,100.0,100.0,100.0,50.95,0.0,0.0
18,18,2019-05-06,76.97,12.83,0.0,0.0,0.0,0.0,0.0
120,18,2019-05-06,100.0,100.0,100.0,100.0,90.56,0.0,0.0
18,18,2019-05-13,100.0,76.97,12.83,0.0,0.0,0.0,0.0
120,18,2019-05-13,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,18,2019-05-20,100.0,100.0,76.97,0.0,0.0,0.0,0.0
120,18,2019-05-20,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,18,2019-05-27,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,18,2019-05-27,100.0,100.0,100.0,100.0,100.0,50.95,0.0
18,18,2019-06-03,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,18,2019-06-03,100.0,100.0,100.0,100.0,100.0,50.95,0.0
18,18,2019-06-10,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,18,2019-06-10,100.0,100.0,100.0,100.0,100.0,50.95,0.0
18,18,2019-06-17,100.0,100.0,100.0,0.0,0.0,0.0,0.0
120,18,2019-06-17,100.0,100.0,100.0,100.0,100.0,50.95,0.0
18,18,2019-06-24,100.0,100.0,100.0,76.97,0.0,0.0,0.0
18,18,2019-07-01,100.0,100.0,100.0,76.97,0.0,0.0,0.0
18,18,2019-07-08,100.0,100.0,100.0,76.97,0.0,0.0,0.0
18,18,2019-07-15,100.0,100.0,100.0,100.0,0.0,0.0,0.0
18,18,2019-07-22,100.0,100.0,100.0,100.0,0.0,0.0,0.0
18,18,2019-07-29,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,18,2019-08-05,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,18,2019-08-12,100.0,100.0,100.0,100.0,100.0,0.0,0.0
18,18,2019-08-19,100.0,100.0,100.0,100.0,100.0,87.17,0.0
120,6,2013-02-14,4.43,1.72,0.0,0.0,0.0,0.0,0.0
120,12,2016-04-25,100.0,100.0,100.0,58.790000000000006,17.43,4.73,0.0
