codcult,safra,datprev,e1,e2,e3,e4,e5,e6,e7,n7tmed,p7tmax,p7tmin,p7ur,p7nprec,p7sprec,p7tmed,n7tmax,n7tmin,n7ur,n7nprec,n7sprec,p14tmed,p14tmax,p14tmin,p14ur,p14nprec,p14sprec,n14tmed,n14tmax,n14tmin,n14ur,n14nprec,n14sprec,p28tmed,p28tmax,p28tmin,p28ur,p28nprec,p28sprec,n28tmed,n28tmax,n28tmin,n28ur,n28nprec,n28sprec
16,1,2010-09-16,1.8900000000000001,1.26,0.63,0.0,0.0,0.0,0.0,24.6625,31.7125,17.6125,48.1875,-0.0,0.0,25.643750000000004,32.95,18.3375,52.875,0.0,0.0,23.37,29.96666666666666,16.773333333333333,51.28333333333333,-0.0,2.1,23.116666666666674,28.753333333333334,17.48,67.55,28.571428571428573,137.00000000000003,24.574137931034485,31.32068965517242,17.827586206896555,45.31896551724138,-0.0,2.1,22.17586206896552,27.724137931034488,16.627586206896552,68.58620689655173,21.428571428571427,191.4
16,1,2010-10-08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,20.981250000000003,25.275,16.6875,79.4375,-28.571428571428573,54.4,21.43125,28.1625,14.700000000000001,60.4375,28.571428571428573,39.6,20.63,24.660000000000004,16.6,81.71666666666667,-42.857142857142854,191.4,22.216666666666665,28.606666666666666,15.82666666666667,62.416666666666664,28.571428571428573,94.40000000000002,22.93275862068965,28.46206896551724,17.40344827586207,66.4396551724138,-21.428571428571427,191.4,22.92413793103448,29.296551724137927,16.551724137931036,62.172413793103445,21.428571428571427,178.60000000000002
16,1,2010-10-15,12.08,0.13,0.0,0.0,0.0,0.0,0.0,21.43125,28.1625,14.700000000000001,60.4375,-28.571428571428573,39.6,23.25,29.25,17.25,67.25,42.857142857142854,65.2,21.37,26.86,15.879999999999997,70.73333333333333,-21.428571428571427,64.8,23.766666666666666,30.0,17.533333333333335,63.333333333333336,21.428571428571427,73.0,22.112068965517246,27.603448275862068,16.620689655172413,69.62931034482759,-25.0,201.8,23.58103448275862,29.82413793103448,17.337931034482757,63.991379310344826,25.0,179.2
16,1,2010-10-22,47.4,12.08,0.13,0.0,0.0,0.0,0.0,23.25,29.25,17.25,67.25,-42.857142857142854,65.2,24.44375,30.924999999999997,17.9625,58.90625,0.0,7.8,22.216666666666665,28.606666666666666,15.82666666666667,62.416666666666664,-28.571428571428573,94.40000000000002,23.773333333333337,30.126666666666665,17.42,61.733333333333334,14.285714285714286,84.19999999999999,21.515517241379303,26.70344827586207,16.327586206896555,72.55172413793103,-32.142857142857146,256.6,23.42068965517241,29.772413793103446,17.06896551724138,63.03448275862069,17.857142857142858,145.6
16,1,2010-10-29,79.06,47.39,14.4,0.0,0.0,0.0,0.0,24.44375,30.924999999999997,17.9625,58.90625,-0.0,7.8,23.56875,29.9125,17.225,63.28125,28.571428571428573,76.4,23.766666666666666,30.0,17.533333333333335,63.333333333333336,-21.428571428571427,73.0,23.656666666666673,29.98,17.333333333333332,63.81666666666667,28.571428571428573,106.2,22.51206896551724,28.36896551724138,16.655172413793103,66.40517241379311,-17.857142857142858,127.4,23.59655172413793,29.706896551724135,17.486206896551728,65.52586206896552,25.0,169.7
16,1,2010-11-05,97.17,79.07,47.4,0.0,0.0,0.0,0.0,23.56875,29.9125,17.225,63.28125,-28.571428571428573,76.4,23.512500000000003,29.6,17.425,67.46875,28.571428571428573,29.8,23.773333333333337,30.126666666666665,17.42,61.733333333333334,-14.285714285714286,84.19999999999999,22.959999999999997,29.193333333333335,16.726666666666667,66.05,21.428571428571427,61.4,22.92413793103448,29.296551724137927,16.551724137931036,62.172413793103445,-21.428571428571427,178.60000000000002,24.000000000000004,29.73793103448276,18.26206896551724,69.73275862068965,21.428571428571427,125.0
16,1,2010-11-12,100.00999999999999,97.16999999999999,79.07,0.0,0.0,0.0,0.0,23.512500000000003,29.6,17.425,67.46875,-28.571428571428573,29.8,22.33125,28.8625,15.8,63.8125,14.285714285714286,31.6,23.656666666666673,29.98,17.333333333333332,63.81666666666667,-28.571428571428573,106.2,23.453333333333337,29.439999999999998,17.466666666666665,66.83333333333333,21.428571428571427,63.5,23.58103448275862,29.82413793103448,17.337931034482757,63.991379310344826,-25.0,179.2,24.268965517241377,29.675862068965515,18.862068965517242,73.03448275862068,21.428571428571427,145.1
16,1,2010-11-19,100.0,100.0,97.16,0.0,0.0,0.0,0.0,22.33125,28.8625,15.8,63.8125,-14.285714285714286,31.6,24.63125,30.4125,18.849999999999998,67.40625,28.571428571428573,31.9,22.959999999999997,29.193333333333335,16.726666666666667,66.05,-21.428571428571427,61.4,25.03333333333334,30.473333333333326,19.59333333333333,71.91666666666667,21.428571428571427,63.599999999999994,23.42068965517241,29.772413793103446,17.06896551724138,63.03448275862069,-17.857142857142858,145.6,24.46034482758621,29.355172413793106,19.56551724137931,76.72413793103448,21.428571428571427,136.60000000000002
16,1,2010-11-26,100.0,100.0,100.0,0.0,0.0,0.0,0.0,24.63125,30.4125,18.849999999999998,67.40625,-28.571428571428573,31.9,25.34375,30.725,19.9625,75.125,14.285714285714286,31.7,23.453333333333337,29.439999999999998,17.466666666666665,66.83333333333333,-21.428571428571427,63.5,25.086666666666666,30.066666666666666,20.10666666666667,78.46666666666667,21.428571428571427,81.6,23.59655172413793,29.706896551724135,17.486206896551728,65.52586206896552,-25.0,169.7,24.69137931034483,29.46206896551724,19.92068965517241,79.48275862068965,25.0,193.50000000000003
16,1,2010-12-03,100.0,100.0,100.0,0.0,0.0,0.0,0.0,25.34375,30.725,19.9625,75.125,-14.285714285714286,31.7,24.862500000000004,29.262500000000003,20.4625,82.375,28.571428571428573,49.900000000000006,25.03333333333334,30.473333333333326,19.59333333333333,71.91666666666667,-21.428571428571427,63.599999999999994,23.94666666666667,28.206666666666667,19.686666666666664,81.95,21.428571428571427,73.0,24.000000000000004,29.73793103448276,18.26206896551724,69.73275862068965,-21.428571428571427,125.0,24.644827586206898,29.21379310344828,20.07586206896552,80.19827586206897,28.571428571428573,204.70000000000002
16,1,2010-12-10,100.0,100.0,100.0,14.4,0.0,0.0,0.0,24.862500000000004,29.262500000000003,20.4625,82.375,-28.571428571428573,49.900000000000006,23.3375,27.549999999999997,19.125,79.6875,14.285714285714286,23.1,25.086666666666666,30.066666666666666,20.10666666666667,78.46666666666667,-21.428571428571427,81.6,24.410000000000004,28.986666666666668,19.833333333333332,79.68333333333334,28.571428571428573,111.9,24.268965517241377,29.675862068965515,18.862068965517242,73.03448275862068,-21.428571428571427,145.1,24.941379310344836,29.65862068965517,20.22413793103448,77.59482758620689,21.428571428571427,156.10000000000002
16,1,2010-12-17,100.0,100.0,100.0,45.93,0.0,0.0,0.0,23.3375,27.549999999999997,19.125,79.6875,-14.285714285714286,23.1,25.50625,30.375,20.637500000000003,80.34375,42.857142857142854,88.80000000000001,23.94666666666667,28.206666666666667,19.686666666666664,81.95,-21.428571428571427,73.0,25.34,30.18,20.500000000000004,78.76666666666667,35.714285714285715,131.70000000000002,24.46034482758621,29.355172413793106,19.56551724137931,76.72413793103448,-21.428571428571427,136.60000000000002,25.562068965517234,30.303448275862063,20.820689655172412,78.84482758620689,28.571428571428573,181.9
16,1,2010-12-24,100.0,100.0,100.0,79.07,0.0,0.0,0.0,25.50625,30.375,20.637500000000003,80.34375,-42.857142857142854,88.80000000000001,25.175,29.975,20.375,78.09375,42.857142857142854,58.8,24.410000000000004,28.986666666666668,19.833333333333332,79.68333333333334,-28.571428571428573,111.9,25.5,30.360000000000003,20.639999999999997,76.06666666666666,21.428571428571427,60.099999999999994,24.69137931034483,29.46206896551724,19.92068965517241,79.48275862068965,-25.0,193.50000000000003,25.549999999999997,30.117241379310347,20.982758620689655,79.50862068965517,32.142857142857146,178.4
16,1,2010-12-31,100.0,100.0,100.0,79.07,0.0,0.0,0.0,25.175,29.975,20.375,78.09375,-42.857142857142854,58.8,25.65625,30.725,20.5875,71.84375,0.0,1.3,25.34,30.18,20.500000000000004,78.76666666666667,-35.714285714285715,131.70000000000002,25.69,30.420000000000005,20.96,77.56666666666666,21.428571428571427,50.2,24.644827586206898,29.21379310344828,20.07586206896552,80.19827586206897,-28.571428571428573,204.70000000000002,25.912068965517246,30.62413793103448,21.2,78.56896551724138,25.0,164.8
